TimeStamp,Roll1,Pitch1,Yaw1,Roll2,Pitch2,Yaw2,FRS,EMG1,EMG2
78528,93.16,83.64,109.32,23.63,72.6,20.27,2.219,674,771
78638,93.12,83.64,109.21,23.64,72.59,20.18,2.224,264,250
78748,93.17,83.65,109.26,23.59,72.59,20.09,2.224,922,922
78858,93.04,83.68,109.09,23.57,72.6,19.99,2.224,922,922
78967,93.17,83.66,109.13,23.63,72.6,19.94,2.224,922,921
79077,93.12,83.67,109.07,23.61,72.6,19.89,2.224,556,829
79187,93.2,83.67,109.12,23.61,72.62,19.85,2.224,366,467
79297,93.23,83.68,109.15,23.59,72.62,19.8,2.219,279,349
79407,93.09,83.7,109.03,23.56,72.63,19.75,2.224,236,229
79517,93.1,83.68,108.99,23.55,72.61,19.67,2.224,310,404
79627,92.98,83.64,108.79,23.66,72.59,19.69,2.224,922,864
79736,93.11,83.6,108.86,23.75,72.59,19.71,2.224,442,409
79846,93.03,83.58,108.78,23.86,72.58,19.77,2.224,274,282
79956,92.97,83.55,108.7,23.98,72.57,19.84,2.224,112,114
80066,93.14,83.52,108.8,24.12,72.56,19.86,2.224,280,352
80176,93.07,83.48,108.79,24.09,72.53,19.85,2.224,328,442
80286,92.89,83.43,108.65,24.07,72.53,19.8,2.224,154,225
80396,93.04,83.39,108.81,24.14,72.52,19.8,2.224,242,252
80506,92.92,83.36,108.72,24.05,72.47,19.74,2.224,291,533
80615,92.83,83.33,108.63,23.96,72.43,19.67,2.209,298,393
80725,92.75,83.29,108.53,23.89,72.39,19.6,2.18,349,498
80835,92.76,83.26,108.54,23.81,72.33,19.51,2.19,151,202
80945,92.67,83.21,108.41,23.76,72.28,19.43,2.199,306,343
81055,92.63,83.19,108.36,23.73,72.23,19.39,2.185,358,483
81165,92.56,83.16,108.31,23.68,72.18,19.38,2.209,388,458
81318,92.52,83.11,108.26,23.63,72.14,19.32,2.537,300,277
81427,92.42,83.06,108.17,23.64,72.09,19.34,2.419,250,246
81537,92.35,83.03,108.09,117.56,25.28,-177.74,2.576,349,451
81647,92.1,83.01,107.83,23.45,71.92,19.16,2.649,232,228
81757,93.24,83.01,108.97,22.85,71.58,18.89,2.659,345,429
81866,92.43,83.21,108.36,22.13,71.32,18.46,2.674,209,220
81976,91.5,83.01,106.6,21.2,71.22,17.56,2.678,211,263
82086,90.61,83.42,105.1,19.15,71.31,15.73,2.678,165,294
82196,88.87,84.39,104.4,16.42,71.52,13.96,2.713,175,423
82305,89.46,84.56,105.42,14.58,71.89,13.2,2.713,215,328
82415,86.24,83.97,102.89,13.48,74.66,12.86,2.703,383,455
82525,92.05,84.78,107.03,2.39,80.88,1.5,2.693,305,311
82635,95.87,84.79,111.26,0.53,81.99,-2.02,2.63,385,362
82744,96.45,84.5,109.56,2.83,81.98,-0.25,2.62,379,436
82854,nan,nan,nan,5.38,82.27,0.89,2.507,107,124
82964,110.88,83.78,120.57,4.93,83.15,0.4,2.405,44,63
83074,120.92,83.84,130.23,1.97,83.73,-2.06,2.297,327,383
83183,131.8,83.92,140.23,0.83,83.98,-3.11,2.141,95,122
83293,132.21,83.78,140.1,1.96,84.27,-2.11,2.185,128,126
83403,114.04,80.12,125.82,2.45,84.29,-1.54,2.239,72,93
83513,128.03,83.83,135.75,4.53,83.41,0.61,2.239,211,208
83623,120.08,84.51,129.68,3.66,82.43,0.52,2.253,338,284
83732,111.62,84.67,123.39,4.56,81.55,0.98,2.273,386,352
83842,117.27,84.93,128.41,9.24,81.27,4.18,2.307,302,271
83952,113.75,84.83,124.19,16.97,80.27,9.53,2.292,280,284
84062,104.19,85.04,114.21,20.97,77.8,12.2,2.307,97,165
84171,108.56,84.89,116.31,24.53,75.5,13.71,2.361,264,261
84281,126.3,85.38,131.58,27.32,74.06,14.3,2.444,303,288
84391,131.54,85.31,135.39,27.86,73.53,14.42,2.551,403,615
84501,133.5,85.22,137.16,28.4,74.34,14.76,2.61,304,517
84610,138.99,84.93,141.61,29.4,75.22,15.19,2.62,182,318
84720,148.24,84.66,151.55,30.26,76.39,16.52,2.556,155,347
84830,156.11,84.04,159.89,30.85,77.31,17.32,2.483,141,197
84940,160.1,83.67,164.9,30.69,78.61,18.17,2.517,348,369
85049,167.54,83.08,171.87,29.41,79.35,17.38,2.483,258,218
85159,174.56,82.4,178.93,28.59,80,17.57,2.41,376,389
85269,174.1,81.73,177.64,28.99,81,18.26,2.434,128,231
85379,171.05,81.03,173.2,27.98,82.11,17.04,2.537,271,244
85488,168.35,80.49,170.69,28.51,83.89,17.86,2.532,307,294
85598,166.86,80.02,168.55,26.24,85.12,15.38,2.326,237,201
85708,167.19,79.92,168.81,25.09,85.74,14.22,2.19,264,276
85817,168.77,80.19,170.06,22.59,85.31,11.26,2.234,327,336
85927,169.44,80.9,169.86,20.29,83.97,8.16,2.258,382,473
86037,162.67,82.15,162.42,18.73,82.02,6.06,2.268,453,437
86147,150.58,83.49,150.88,17.14,79.83,4.82,2.297,384,390
86256,139.55,84.34,142.18,15.82,77.86,3.61,2.322,314,292
86366,133.82,84.91,135.33,16.36,76.98,2.1,2.341,397,411
86476,131.56,85.65,131.63,13.59,78,-3.22,2.356,127,157
86586,141.33,86.61,141.89,8.81,78.42,-8.25,2.351,44,48
86695,161,87.23,160.34,11.42,77.35,-7.5,2.317,177,148
86805,175.46,86.22,170.52,14.93,76.11,-4.67,2.302,391,347
86915,170.65,85.32,165.15,15.15,75.99,-4.47,2.312,387,367
87025,170.66,84.82,166.73,15.17,76.61,-3.21,2.307,320,325
87134,169.53,84.5,165.35,16.44,76.75,-2.18,2.307,113,134
87244,165.53,84.4,161.56,17.13,76.88,-1.38,2.346,39,70
87354,-0.61,-28.51,63.42,17.02,76.82,-1.27,2.375,299,314
87464,157.37,84.74,153.23,16.06,77,-1.65,2.395,284,294
87573,159.77,84.9,155.6,15.47,77.43,-2.7,2.419,253,242
87683,161.79,85.03,158.31,15.85,77.77,-2.75,2.542,359,520
87793,164.55,85.28,162.95,16.16,77.63,-1.86,2.644,391,853
87903,150.14,56.32,163.69,16.05,77.24,-2.38,2.669,150,506
88013,159.99,85.29,158.11,15.57,77.02,-3.16,2.674,251,548
88123,157.61,85.56,156.51,14.38,77.02,-4.09,2.674,230,530
88233,155.48,85.76,154.28,12.63,76.73,-5.94,2.669,402,634
88343,149.93,86.04,148.2,11.12,76.77,-7.75,2.674,402,825
88452,137.27,86.38,135.91,9.37,76.81,-9.06,2.674,256,645
88562,132.03,86.56,131.17,7.91,76.84,-9.82,2.674,121,373
88672,124.36,86.42,123.49,8.3,76.82,-9.24,2.674,340,569
88782,114.82,85.73,113.95,9.36,77.26,-7.78,2.678,334,517
88892,102.03,84.63,100.53,9.75,77.75,-6.13,2.678,399,560
89002,98.53,83.86,97.05,9.57,78.03,-5.21,2.674,177,360
89112,99.63,83.66,98.39,10.28,77.91,-4.04,2.678,85,269
89221,99.75,83.5,98.56,11.25,77.6,-3.03,2.683,286,482
89331,100.41,83.37,98.92,12.13,77.47,-2.43,2.678,401,601
89441,100.39,83.34,98.95,12.35,77.57,-2.24,2.683,336,515
89551,100.11,83.33,98.74,12.27,77.6,-2.26,2.683,373,517
89661,99.85,83.39,98.45,11.97,77.5,-2.5,2.683,299,520
89771,99.28,83.42,98.05,11.69,77.38,-2.61,2.683,372,534
89881,98.9,83.43,97.6,11.65,77.32,-2.74,2.683,326,486
89990,98.61,83.47,97.38,11.65,77.27,-2.71,2.683,302,464
90100,97.87,83.49,96.64,11.58,77.22,-2.84,2.683,341,625
90210,97.35,83.48,96.17,11.49,77.17,-2.92,2.683,379,593
90320,96.61,83.47,95.46,11.37,77.11,-3.01,2.678,410,715
90430,96.18,83.47,95.02,11.22,77.03,-3.1,2.683,322,608
90540,95.88,83.52,94.81,11.02,76.99,-3.24,2.683,283,603
90650,95.6,83.57,94.58,10.76,77.02,-3.44,2.683,355,588
90760,95.42,83.58,94.35,10.56,77.04,-3.66,2.683,333,514
90869,95.45,83.6,94.36,10.42,77.04,-3.83,2.683,334,538
90979,95.74,83.62,94.58,10.22,77.07,-4,2.688,98,264
91089,96.13,83.66,94.94,10.15,77.08,-4.08,2.683,39,119
91199,96.12,83.69,94.94,10.06,77.08,-4.16,2.678,236,301
91309,96.07,83.68,94.92,10.05,77.06,-4.15,2.683,330,361
91419,95.98,83.67,94.83,10.04,77.02,-4.14,2.644,304,276
91529,95.52,83.66,94.43,10.08,77,-4.09,2.424,387,417
91639,94.86,83.65,93.86,10.07,76.97,-4.06,2.317,135,150
91748,94.27,83.64,93.27,9.98,76.95,-4.12,2.312,368,346
91858,93.94,83.65,92.94,9.95,76.87,-4.16,2.283,386,398
91968,93.6,83.61,92.55,9.94,76.81,-4.23,2.307,382,417
92078,93.06,83.67,92.1,9.72,76.81,-4.39,2.336,276,240
92188,92.6,83.73,91.73,-32.4,11.24,178.28,2.356,341,349
92298,93.52,84.14,92.66,9.03,76.96,-5.7,2.385,369,527
92408,89.88,84.13,89.18,8.42,77.28,-6.58,2.39,410,483
92517,90.81,84.74,89.23,7.58,77.99,-9.14,2.366,269,285
92627,108.3,86.35,106.42,6.78,78.04,-11.43,2.37,303,280
92737,144.86,87.11,143.48,7.35,77.53,-11.36,2.38,247,253
92847,164.59,86.37,161.26,9.43,77.19,-9.89,2.4,97,122
92957,174.41,85.48,169.85,10.84,76.99,-9.35,2.414,250,264
93067,176.29,85.1,172.99,11.69,77.64,-7.56,2.424,367,523
93177,173.16,84.78,168.9,12.06,77.87,-7.27,2.444,376,438
93287,170.28,84.5,166.06,12.13,78,-6.54,2.444,409,419
93396,161.89,84.14,155.97,12.82,77.72,-5.7,2.449,212,191
93506,158.1,83.98,152.45,12.88,77.42,-4.64,2.454,282,447
93616,161.62,83.71,157.69,13.9,78.08,-3.21,2.473,332,435
93726,162.55,83.37,158.32,15.91,78.39,-1.99,2.527,323,424
93836,161.78,83.27,157.99,16.67,78.65,-0.84,2.551,180,147
93946,160.9,83.37,157,17.36,78.84,-0.17,2.566,315,285
94056,158.75,83.55,154.58,17.65,79.1,-0.27,2.625,431,463
94165,156.08,83.65,151.07,17.76,78.9,-0.81,2.669,294,257
94275,152.83,83.75,147.31,18.23,78.62,-1.12,2.708,248,373
94385,150.89,83.95,145.59,18.49,78.34,-1.32,2.717,250,293
94495,148.49,84.09,143.11,18.32,78.07,-1.69,2.717,351,458
94605,145.89,84.25,141.2,17.47,77.99,-2.13,2.703,140,212
94715,142.91,84.37,138.96,15.8,78.09,-3.42,2.669,379,558
94825,136.58,84.4,132.65,14.17,78.43,-4.91,2.649,414,667
94935,133.2,84.3,129.39,12.44,78.83,-6.43,2.669,261,404
95045,135.62,84.2,132.48,10.77,79.2,-7.77,2.698,218,287
95155,139.71,84.07,136.79,8.66,80.29,-9.49,2.717,335,445
95265,145.54,83.81,142.72,4.42,81.97,-13.33,2.722,238,216
95375,151.95,83.29,149.09,-0.85,83.49,-18.02,2.708,348,273
95484,158.73,82.62,155.81,-7.79,84.81,-24.36,2.605,431,511
95594,164.87,81.57,161.97,-15.77,85.95,-32.08,2.595,319,321
95704,167.15,80.82,163.52,-28.17,86.9,-44.76,2.507,208,221
95814,167.51,80.33,163.42,-45.84,87.56,-62.56,2.434,379,408
95924,167.92,80.01,163.9,-64.48,87.86,-81.18,2.336,306,378
96034,168.07,79.93,164.17,-66.1,87.89,-82.83,2.336,339,581
96143,168.15,80.24,163.75,-46.86,87.67,-63.87,2.341,128,156
96253,166.1,80.95,161.21,-23.78,86.87,-41.12,2.312,338,320
96363,160.84,82.01,155.83,-13.03,85.74,-30.58,2.239,262,269
96473,154.2,83.07,149.77,56.48,79.73,48.47,2.165,192,215
96583,144.45,84.11,141.37,-0.32,82.13,-18.11,2.155,195,200
96693,126.97,85.21,124.55,1.43,80.31,-16.81,2.214,271,273
96803,113.48,85.6,111.56,2.33,78.69,-15.8,2.243,317,397
96912,100.38,86.23,99.94,2.92,77.39,-14.66,2.253,316,367
97022,97.83,86.7,97.74,3.84,76.43,-13.84,2.214,323,350
97132,95.78,86.74,95.03,5.76,75.27,-12.57,2.185,228,200
97242,91.99,86.44,90.68,7.45,74.96,-11.43,2.204,328,404
97352,93.99,86.43,92.13,8.97,74.86,-10.53,2.234,148,219
97462,101.42,86.87,99.58,10.07,74.71,-9.89,2.263,234,136
97572,119.76,87.24,117.67,10.84,74.52,-9.51,2.341,198,158
97682,131.77,87.06,129.26,12.17,74.34,-8.66,2.488,313,400
97791,127.84,86.61,124.23,14.54,74.38,-6.95,2.659,291,368
97901,130.07,86.18,125.2,15.63,74.46,-6.51,2.717,335,462
98011,133.62,86.03,127.16,16.64,74.7,-5.72,2.674,311,442
98121,146.08,86,138.94,17.53,74.65,-4.83,2.566,335,504
98231,170.14,86.14,161.59,19.03,74.46,-3.35,2.493,264,366
98341,156.84,85.45,148.62,20.35,74.47,-2.21,2.483,386,606
98451,156.31,85.27,148.38,20.38,74.65,-1.65,2.517,387,633
98561,157.02,84.97,149.32,19.5,74.86,-1.98,2.615,296,540
98671,156.18,84.41,148.48,18.13,75.52,-3.21,2.659,346,515
98780,5.25,4.65,95.18,15.77,77.44,-5.06,2.61,245,312
98890,141.45,83.23,135.53,13.63,80.63,-6.64,2.507,401,443
99000,146.5,82.53,140.97,8.96,83.76,-10.31,2.37,380,450
99110,150.89,81.65,145.12,1.2,86.02,-17.41,2.38,285,369
99220,152.64,80.94,146.61,-16.59,87.91,-34.77,2.463,378,379
99330,nan,nan,nan,-66.67,88.83,-84.68,2.341,333,325
99439,154.9,80.05,149.17,-97.84,88.69,-116.36,2.317,378,429
99549,152.82,79.95,146.55,89.94,60.32,101.75,2.317,263,224
99659,150.97,80.24,143.66,-21.18,88.59,-40.66,2.322,241,172
99769,151.59,80.82,144.61,4.96,86.67,-14.21,2.351,364,357
99879,134.11,82.78,128.72,8.98,84.28,-9.87,2.366,336,448
99989,143.85,83.36,138.49,11.61,81.68,-7.15,2.366,350,350
100098,144.93,84.34,141.68,14.25,78.96,-4.37,2.361,105,111
100208,134.51,84.76,132.22,15.45,76.91,-3.45,2.366,183,159
100318,118.54,84.76,114.47,18.17,76.11,-1.97,2.346,195,179
100428,nan,nan,nan,21.88,75.22,0.02,2.326,318,392
100538,118.79,84.97,111.92,21.76,73.6,-0.36,2.331,399,493
100648,118.98,85.03,111.23,22.07,73.37,-1.17,2.336,406,435
100757,113.78,84.88,108.33,21.46,73.58,-1.28,2.336,347,342
100867,110.85,84.85,104.95,20.5,73.66,-2.16,2.346,141,168
100977,109.16,84.65,102.7,19.95,73.59,-3.04,2.449,102,156
101087,108.72,84.75,102.22,19.69,73.6,-3.41,2.644,356,520
101197,109.8,84.74,102.71,19.68,73.58,-3.69,2.717,406,729
101307,109.97,84.8,102.99,19.44,73.57,-3.95,2.693,266,649
101417,110.3,84.94,103.76,18.72,73.6,-4.52,2.688,90,430
101527,110.02,85.13,104.19,17.97,73.72,-5.09,2.703,236,545
101637,109.72,85.21,104.13,17.55,73.87,-5.42,2.713,384,449
101746,110.21,85.2,104.52,17.42,74.05,-5.64,2.698,168,169
101883,111.7,85.22,106.1,17.09,74.39,-5.85,2.419,281,257
101993,111.08,85.16,105.49,15.67,74.72,-6.64,2.405,349,341
102102,105.04,84.24,99.17,15.4,76.06,-6.59,2.405,309,236
102212,99.82,82.69,92.93,16.1,77.64,-5.47,2.385,330,331
102322,96.43,81.49,89.48,16.84,79.11,-3.69,2.366,361,392
102431,97.1,80.64,89.44,17.07,80.35,-2.76,2.366,406,402
102541,98.26,80.44,90.32,17.44,80.92,-2.33,2.375,391,413
102651,100.29,80.37,91.76,18.31,80.78,-1.92,2.375,209,142
102760,101.47,80.38,92.51,19.47,80.27,-1.18,2.37,194,128
102870,101.94,80.96,93.87,18.05,79.58,-2.13,2.361,252,293
102980,121.34,83.75,115.16,16.36,79.38,-4.77,2.356,281,255
103090,129.78,84.48,125.44,18.27,78.13,-2.93,2.361,169,132
103199,136.53,84.46,129.27,19.49,77.9,-2.71,2.37,365,333
103309,139.48,84.15,130.83,19.71,77.5,-2.97,2.37,335,437
103419,146.45,84.32,139.37,20.15,77.62,-1.65,2.375,293,346
103528,149.84,84.14,141.87,20.57,77.53,-1.5,2.38,363,382
103638,150.94,83.98,143.21,20.72,77.66,-1.2,2.38,114,123
103748,152.3,83.89,144.64,20.82,77.8,-0.98,2.385,247,272
103858,153.53,83.78,145.61,21.02,77.82,-0.94,2.375,295,284
103967,154.31,83.76,146.26,21.33,77.77,-0.74,2.361,379,411
104077,154.54,83.71,146.09,21.66,77.6,-0.68,2.37,389,376
104187,153.92,83.68,145.44,22.07,77.48,-0.38,2.375,160,145
104296,153.02,83.72,144.45,22.03,77.4,-0.49,2.38,339,281
104406,152.51,83.78,144.04,21.75,77.34,-0.78,2.41,299,339
104516,151.55,83.87,143.25,21.41,77.31,-1.01,2.551,300,417
104625,151.12,83.94,142.95,21.02,77.24,-1.36,2.664,188,152
104735,150.51,84.02,142.4,20.74,77.16,-1.6,2.454,80,99
104845,150.2,84.06,142.08,20.65,77.06,-1.71,2.292,184,128
104955,150.19,84.1,141.95,20.57,76.98,-1.92,2.18,319,320
105064,150.36,84.11,142.02,20.86,76.84,-1.74,2.092,241,194
105174,150.1,84.12,141.92,20.86,76.8,-1.74,2.082,270,240
105284,149.7,84.16,141.7,20.54,76.82,-1.94,2.126,194,227
105393,149.13,84.23,141.09,20.18,76.83,-2.25,2.253,333,369
105503,142.68,84.27,133.9,20.37,76.74,-2.25,2.473,410,415
105613,126.06,83.48,117.37,-179.45,0.21,175.4,2.615,247,196
105722,104.27,81.26,98.3,24.88,78.42,4.93,2.444,299,256
105832,93.98,77.95,88.34,28.51,79.77,9.52,2.326,100,132
105942,89.43,75.42,84.75,32.97,80.9,14.86,2.38,305,280
106051,86.51,72.98,82.06,37.86,81.96,19.69,2.405,259,187
106161,84.63,70.66,80.11,43.04,82.94,24.62,2.341,359,378
106271,82.55,69.02,78.19,49.77,83.9,30.52,2.366,293,230
106381,82.87,68.75,78.32,51.84,84.26,32.24,2.38,127,236
106490,85.34,70.71,80.55,47.96,83.71,28.25,2.4,200,106
106600,90.05,74.15,85.17,41.24,82.35,21.18,2.41,89,98
106710,99.05,78.23,94.49,34.22,80.92,13.74,2.414,145,92
106820,118.32,81.86,114.3,27.39,79.63,6.59,2.414,97,104
106929,147.82,83.46,143.85,23.14,79.33,1.93,2.429,329,342
107039,167.41,83.21,162.31,20.08,79.85,-1.45,2.429,389,420
107149,175.06,82.76,169.28,16.19,80.43,-5.44,2.434,325,317
107258,-175.48,82.16,179.45,15.24,80.39,-6.53,2.434,171,115
107368,-171.53,81.92,-176.85,15.83,80.12,-6.23,2.439,74,259
107478,-172.42,82.04,-177.91,14.69,80.26,-7.4,2.449,84,74
107588,-173.13,82.2,-178.38,14.15,80.26,-7.92,2.458,347,418
107697,-173.54,82.43,-178.92,13.41,80.21,-8.65,2.454,309,351
107807,-173.36,82.59,-178.81,12.83,80.1,-9.23,2.463,343,403
107917,-173.13,82.81,-178.55,12.07,80.02,-9.93,2.493,106,123
108026,-173.83,83.01,-179.48,11.44,79.94,-10.58,2.498,288,362
108136,-173.93,83.22,-179.62,10.9,79.87,-11.08,2.463,361,438
108246,-173.03,83.39,-178.52,10.16,79.62,-11.76,2.449,433,442
108355,-172.2,83.68,-177.25,9.28,79.48,-12.38,2.478,115,422
108465,-172.59,83.91,-177.54,8.93,79.28,-12.77,2.454,279,298
108575,-174.78,84.02,-179.86,9.41,79.18,-12.47,2.522,420,440
108684,-178.59,84.13,175.63,10.06,79.15,-12.16,2.41,367,408
108794,179.01,84.15,172.64,10.9,78.93,-11.86,2.341,156,191
108904,177.27,84.36,171.52,10.99,78.77,-11.46,2.366,292,352
109014,174.62,84.69,170.12,9.75,79.06,-11.94,2.395,352,358
109124,171.78,84.73,168.22,8.74,79.3,-12.6,2.605,287,288
109234,175,84.68,172.03,8.44,79.07,-13.24,2.674,358,384
109350,-179.41,84.95,178.86,7.43,78.84,-13.77,2.678,232,253
109461,-176.89,85.17,-177.74,6.28,79.06,-14.33,2.649,349,469
109572,179.64,85.32,177.81,5.8,79.13,-15.04,2.639,922,922
109683,172.99,85.53,170.91,6.36,79.13,-14.59,2.644,923,922
109794,171.53,85.33,168.98,7.83,78.42,-13.73,2.649,923,922
109904,-179.18,84.67,179.6,8.74,78.01,-12.19,2.644,922,922
110136,-177.81,85.41,-176.37,3.12,79.57,-15.8,2.644,923,922
110246,167.7,86.15,166.85,4.26,79.66,-16.29,2.649,922,922
110357,129.39,85.84,127.17,7.97,78.99,-13.37,2.649,922,922
110468,103.52,85.42,103.33,11.07,78.71,-9.07,2.649,922,922
110578,101.45,84.27,100.76,15.49,77.58,-4.84,2.644,922,922
110687,100.6,83.56,99.99,18.89,77.29,-1.55,2.649,922,922
110797,102.22,83.57,102.14,20.25,77.61,0.11,2.659,922,922
110906,104.55,83.68,104.77,21.01,77.92,1.13,2.654,923,922
111016,107.56,83.54,107.53,21.9,78.08,1.9,2.659,922,922
111125,108.89,83.46,109.11,22.65,78.2,2.68,2.659,922,922
111235,108.52,83.37,109,23.11,78.2,3.16,2.659,922,922
111345,107.8,83.28,108.31,23.32,78.21,3.36,2.659,922,922
111454,106.91,83.24,107.51,23.39,78.15,3.42,2.664,922,921
111564,105.72,83.23,106.52,23.39,78.08,3.49,2.659,922,922
111673,104.98,83.21,105.87,23.45,78.02,3.5,2.664,565,481
111783,104.62,83.18,105.48,23.45,78.01,3.5,2.659,415,473
111893,103.81,83.2,104.81,23.34,78.04,3.5,2.659,190,267
112002,103.76,83.17,104.69,23.38,78.05,3.53,2.664,518,364
112112,103.6,83.14,104.46,23.5,78.07,3.65,2.664,500,450
112221,103.74,83.11,104.56,23.55,78.07,3.71,2.664,922,922
112331,103.46,83.09,104.33,23.66,78.07,3.81,2.664,922,921
112441,103.13,83.06,103.96,-85.96,21.36,177.73,2.659,922,922
112551,102.96,83.03,103.81,23.99,78,4.11,2.664,922,922
112660,102.74,83.02,103.54,24.04,77.93,4.08,2.664,922,922
112770,102.19,82.99,103,24.17,77.87,4.21,2.664,922,922
112880,102.07,82.95,102.86,24.38,77.79,4.33,2.664,922,922
112989,101.66,82.97,102.48,24.43,77.74,4.34,2.664,922,922
113099,101.27,82.95,102.07,24.46,77.72,4.41,2.664,922,922
113208,100.82,82.9,101.57,24.47,77.71,4.41,2.669,923,922
113318,100.61,82.9,101.46,24.45,77.67,4.44,2.669,922,922
113428,100.21,82.9,101.06,24.39,77.66,4.42,2.664,922,922
113537,100.08,82.86,100.89,24.51,77.64,4.51,2.669,922,922
113647,99.9,82.82,100.65,24.6,77.61,4.55,2.669,922,922
113756,99.92,82.81,100.71,24.64,77.61,4.64,2.674,922,922
113866,99.92,82.78,100.75,24.78,77.6,4.8,2.674,922,922
113976,99.76,82.79,100.63,24.81,77.6,4.87,2.669,922,922
114085,99.74,82.78,100.62,24.78,77.58,4.84,2.664,922,922
114195,99.49,82.76,100.32,24.84,77.62,4.9,2.669,922,922
114304,99.53,82.7,100.33,25.11,77.63,5.14,2.669,815,921
114414,99.52,82.65,100.34,25.35,77.63,5.35,2.669,922,922
114524,99.48,82.6,100.26,25.69,77.65,5.68,2.669,922,921
114633,99.55,82.56,100.31,25.98,77.65,5.94,2.674,493,349
114743,99.81,82.47,100.58,26.26,77.64,6.22,2.664,496,471
114852,99.81,82.43,100.61,26.45,77.6,6.37,2.669,310,391
114962,99.71,82.43,100.51,26.42,77.6,6.36,2.674,338,424
115072,99.38,82.41,100.19,26.41,77.6,6.36,2.669,285,283
115181,99.14,82.39,99.92,26.36,77.58,6.31,2.674,354,344
115291,99.08,82.38,99.87,26.37,77.55,6.33,2.678,308,296
115400,98.91,82.34,99.6,26.47,77.56,6.42,2.678,403,467
115510,98.76,82.32,99.47,26.6,77.56,6.55,2.674,258,281
115620,98.76,82.29,99.48,26.62,77.55,6.59,2.678,330,337
115729,98.48,82.27,99.25,26.6,77.53,6.62,2.664,337,387
115839,98.49,82.25,99.3,26.66,77.51,6.73,2.664,197,188
115949,98.09,82.2,98.98,26.67,77.46,6.85,2.683,198,192
116058,97.57,82.16,98.38,26.61,77.47,6.82,2.688,96,96
116168,97.72,82.11,98.36,26.65,77.45,6.71,2.678,91,148
116278,97.97,82.15,98.7,26.5,77.41,6.57,2.639,273,243
116387,97.93,82.33,98.73,25.95,77.59,6.12,2.62,292,308
116497,99.03,82.32,99.47,25.81,77.66,5.79,2.674,369,515
